date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:57:03	1000205/1000205	---M--	200	added ('OK')	image/jpeg	etag:%2222e101f-f430d-4de99df444b00%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0507.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0507.jpg	(from http://cse.csusb.edu/kay/cs460/)
15:57:07	1076755/1076755	---M--	200	added ('OK')	image/jpeg	etag:%2222e1021-106e13-4de99d3d29b00%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0504.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0504.jpg	(from http://cse.csusb.edu/kay/cs460/)
15:57:13	1085789/1085789	---M--	200	added ('OK')	image/jpeg	etag:%2222e1020-10915d-4de99d503c800%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0506.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0506.jpg	(from http://cse.csusb.edu/kay/cs460/)
15:57:36	899454/899454	---M--	200	added ('OK')	image/jpeg	etag:%2222e101e-db97e-4de99dffb6600%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0508.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0508.jpg	(from http://cse.csusb.edu/kay/cs460/)
15:59:24	875382/875382	---M--	200	added ('OK')	image/jpeg	etag:%2222e101d-d5b76-4de99e12c9300%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0509.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0509.jpg	(from http://cse.csusb.edu/kay/cs460/)
15:59:52	986203/986203	---M--	200	added ('OK')	image/jpeg	etag:%2222e101a-f0c5b-4de99e4de9e80%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0512.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0512.jpg	(from http://cse.csusb.edu/kay/cs460/)
15:59:52	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2022:53:26%20GMT	http://cse.csusb.edu/kay/cs460/hw3/	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/index.html	(from http://cse.csusb.edu/kay/cs460/)
15:59:55	1043332/1043332	---M--	200	added ('OK')	image/jpeg	etag:%2222e101b-feb84-4de99e1e3ae00%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0510.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0510.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:00:34	1099842/1099842	---M--	200	added ('OK')	image/jpeg	etag:%2222e1019-10c842-4de99ec05ac80%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0513.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0513.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:02:24	1111781/1111781	---M--	200	added ('OK')	image/jpeg	etag:%2222e1018-10f6e5-4de99f031ca00%22	http://cse.csusb.edu/kay/cs460/finalReview/IMAG0514.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/IMAG0514.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:02:32	975108/975108	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fd2-ee104-4dd52ff78b480%22	http://cse.csusb.edu/kay/cs460/hw3/IMAG0476.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/IMAG0476.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:02:47	1088164/1088164	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fca-109aa4-4dd52fe849080%22	http://cse.csusb.edu/kay/cs460/hw3/IMAG0475.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/IMAG0475.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:03:53	1237463/1237463	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fd3-12e1d7-4dd5301db0e80%22	http://cse.csusb.edu/kay/cs460/hw3/IMAG0477.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/IMAG0477.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:03:54	620/620	---M--	200	added ('OK')	text/plain	etag:%2222e0fc7-26c-4dce7793d5af5%22	http://cse.csusb.edu/kay/cs460/addVector.s	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/addVector.s	(from http://cse.csusb.edu/kay/cs460/)
16:03:54	1224/1224	---M--	200	added ('OK')	text/plain	etag:%2222e0fcd-4c8-4dce7793d5af5%22	http://cse.csusb.edu/kay/cs460/subVector.s	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/subVector.s	(from http://cse.csusb.edu/kay/cs460/)
16:03:54	122/122	---M--	200	added ('OK')	text/plain	etag:%2222e0fcb-7a-4dce7793d5af5%22	http://cse.csusb.edu/kay/cs460/simple1.s	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/simple1.s	(from http://cse.csusb.edu/kay/cs460/)
16:03:55	97/97	---M--	200	added ('OK')	text/plain	etag:%2222e0fcc-61-4dce7793d5af5%22	http://cse.csusb.edu/kay/cs460/simple2.s	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/simple2.s	(from http://cse.csusb.edu/kay/cs460/)
16:03:55	47/47	---M--	200	added ('OK')	text/plain	etag:%2222e0fce-2f-4dce77a5c30a8%22	http://cse.csusb.edu/kay/cs460/addVector.in	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/addVector.in	(from http://cse.csusb.edu/kay/cs460/)
16:03:55	94/94	---M--	200	added ('OK')	text/plain	etag:%2222e0fcf-5e-4dce77a5c30a8%22	http://cse.csusb.edu/kay/cs460/subVector.in	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/subVector.in	(from http://cse.csusb.edu/kay/cs460/)
16:03:56	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2022:57:30%20GMT	http://cse.csusb.edu/kay/cs460/review/	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/index.html	(from http://cse.csusb.edu/kay/cs460/)
16:03:58	14114/14114	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fbc-3722-4dcb5b7484240%22	http://cse.csusb.edu/kay/cs460/review/11-094AF584-1174784-960.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/11-094AF584-1174784-960.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:04:00	10199/10199	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fbd-27d7-4dcb5be324740%22	http://cse.csusb.edu/kay/cs460/review/11-AF6F8AA5-1125329-960.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/11-AF6F8AA5-1125329-960.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:04:22	135041/135041	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fbe-20f81-4dcb5c1b68c00%22	http://cse.csusb.edu/kay/cs460/review/12-094AF584-1174784-960.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/12-094AF584-1174784-960.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:04:43	122900/122900	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fbf-1e014-4dcb5c8bf1580%22	http://cse.csusb.edu/kay/cs460/review/12-AF6F8AA5-1125329-960.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/12-AF6F8AA5-1125329-960.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:05:15	1064663/1064663	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fd4-103ed7-4dd530367c900%22	http://cse.csusb.edu/kay/cs460/hw3/IMAG0478.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/IMAG0478.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:05:30	1013699/1013699	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fd6-f77c3-4dd5307d0ef80%22	http://cse.csusb.edu/kay/cs460/hw3/IMAG0480.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/IMAG0480.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:05:51	1225671/1225671	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fd5-12b3c7-4dd53056e9580%22	http://cse.csusb.edu/kay/cs460/hw3/IMAG0479.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/IMAG0479.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:07:46	1130023/1130023	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc0-113e27-4dcb5c7419d40%22	http://cse.csusb.edu/kay/cs460/review/IMAG0448.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0448.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:08:24	1072484/1072484	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc2-105d64-4dcb5bfecc880%22	http://cse.csusb.edu/kay/cs460/review/IMAG0450.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0450.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:08:26	1180662/1180662	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc1-1203f6-4dcb5c6a906c0%22	http://cse.csusb.edu/kay/cs460/review/IMAG0449.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0449.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:08:26	957142/957142	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc3-e9ad6-4dcb57b242400%22	http://cse.csusb.edu/kay/cs460/review/IMAG0451.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0451.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:10:05	865711/865711	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc4-d35af-4dcb5c957ac00%22	http://cse.csusb.edu/kay/cs460/review/IMAG0452.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0452.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:10:59	948935/948935	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc6-e7ac7-4dcb585462280%22	http://cse.csusb.edu/kay/cs460/review/IMAG0454.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0454.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:11:00	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:35%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=N;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/indexc052.html	(from http://cse.csusb.edu/kay/cs460/finalReview/)
16:11:00	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:35%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=M;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/indexf8a0.html	(from http://cse.csusb.edu/kay/cs460/finalReview/)
16:11:01	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:36%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=S;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/indexbfec.html	(from http://cse.csusb.edu/kay/cs460/finalReview/)
16:11:01	3415/3415	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:36%20GMT	http://cse.csusb.edu/kay/cs460/finalReview/?C=D;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/finalReview/index30b5.html	(from http://cse.csusb.edu/kay/cs460/finalReview/)
16:11:02	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:37%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=N;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/indexc052.html	(from http://cse.csusb.edu/kay/cs460/hw3/)
16:11:02	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:37%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=M;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/indexf8a0.html	(from http://cse.csusb.edu/kay/cs460/hw3/)
16:11:03	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:38%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=S;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/indexbfec.html	(from http://cse.csusb.edu/kay/cs460/hw3/)
16:11:03	1964/1964	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:38%20GMT	http://cse.csusb.edu/kay/cs460/hw3/?C=D;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/hw3/index30b5.html	(from http://cse.csusb.edu/kay/cs460/hw3/)
16:11:04	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:39%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=N;O=D	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/indexc052.html	(from http://cse.csusb.edu/kay/cs460/review/)
16:11:04	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:39%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=M;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/indexf8a0.html	(from http://cse.csusb.edu/kay/cs460/review/)
16:11:05	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:40%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=S;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/indexbfec.html	(from http://cse.csusb.edu/kay/cs460/review/)
16:11:05	3525/3525	---M--	200	added ('OK')	text/html	date:Tue,%2018%20Jun%202013%2023:04:40%20GMT	http://cse.csusb.edu/kay/cs460/review/?C=D;O=A	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/index30b5.html	(from http://cse.csusb.edu/kay/cs460/review/)
16:11:12	1039653/1039653	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc8-fdd25-4dcb585fd3d80%22	http://cse.csusb.edu/kay/cs460/review/IMAG0455.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0455.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:11:18	1131262/1131262	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc5-1142fe-4dcb5c9e10040%22	http://cse.csusb.edu/kay/cs460/review/IMAG0453.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0453.jpg	(from http://cse.csusb.edu/kay/cs460/)
16:11:47	1214335/1214335	---M--	200	added ('OK')	image/jpeg	etag:%2222e0fc9-12877f-4dcb587a87c80%22	http://cse.csusb.edu/kay/cs460/review/IMAG0456.jpg	C:/My%20Web%20Sites/CSE460%202013/cse.csusb.edu/kay/cs460/review/IMAG0456.jpg	(from http://cse.csusb.edu/kay/cs460/)
